show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,text_features
s6438,Movie,The Hatred,Michael G. Kehoe,"Sarah Davenport, Andrew Divoff, Gabrielle Bourne, Bayley Corman, Alisha Wainwright, Nina Siemaszko, Shae Smolik, David Naughton, Amanda Wyss, Darby Walker",United States,"December 11, 2017",2017,R,94 min,Horror Movies,Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.,michael g kehoe sarah davenport andrew divoff gabrielle bourne bayley corman alisha wainwright nina siemaszko shae smolik david naughton amanda wyss darby walker horror movies four young women head to a country house for an idyllic weekend retreat but what lies in store for them is far from the dreamy getaway they imagined
s6439,TV Show,The Haunted Hathaways,Unknown,"Amber Frank, Curtis Harris, Benjamin Flores Jr., Breanna Yde, Ginifer King, Chico Benymon",United States,"January 1, 2021",2013,TV-G,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",Single mom Michelle Hathaway and her daughters find that they share their New Orleans home with the ghosts of single dad Ray Preston and his two sons.,unknown amber frank curtis harris benjamin flores jr breanna yde ginifer king chico benymon kids tv tv comedies tv scifi  fantasy single mom michelle hathaway and her daughters find that they share their new orleans home with the ghosts of single dad ray preston and his two sons
s6440,TV Show,The Haunting of Bly Manor,Unknown,"Victoria Pedretti, Oliver Jackson-Cohen, Henry Thomas, Amelia Eve, T'Nia Miller, Rahul Kohli, Tahirah Sharif, Amelie Bea Smith, Benjamin Evan Ainsworth",United States,"October 9, 2020",2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","Dead doesn't mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House.""",unknown victoria pedretti oliver jacksoncohen henry thomas amelia eve tnia miller rahul kohli tahirah sharif amelie bea smith benjamin evan ainsworth tv dramas tv horror tv mysteries dead doesnt mean gone an au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of the haunting of hill house
s6441,TV Show,The Haunting of Hill House,Unknown,"Michiel Huisman, Carla Gugino, Timothy Hutton, Henry Thomas, Elizabeth Reaser, Oliver Jackson-Cohen, Kate Siegel, Victoria Pedretti, Lulu Wilson, Mckenna Grace, Paxton Singleton, Julian Hilliard, Violet McGraw",United States,"October 12, 2018",2018,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",unknown michiel huisman carla gugino timothy hutton henry thomas elizabeth reaser oliver jacksoncohen kate siegel victoria pedretti lulu wilson mckenna grace paxton singleton julian hilliard violet mcgraw tv dramas tv horror tv mysteries flashing between past and present a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it
s6442,Movie,The Haunting of Molly Hartley,Mickey Liddell,"Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward, Shanna Collins, AnnaLynne McCord, Marin Hinkle, Nina Siemaszko, Josh Stewart, Jessica Lowndes, Randy Wayne",United States,"October 4, 2018",2008,PG-13,85 min,"Horror Movies, Thrillers","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",mickey liddell haley bennett jake weber chace crawford shannon woodward shanna collins annalynne mccord marin hinkle nina siemaszko josh stewart jessica lowndes randy wayne horror movies thrillers a troubled teenage girl hopes to start fresh at a new school but the horrifying truth about her past is destined to catch up with her
s6443,Movie,The Healer,Paco Arango,"Oliver Jackson-Cohen, Camilla Luddington, Jonathan Pryce, Jorge García, Kaitlyn Bernard","Spain, Canada, United States","June 1, 2020",2017,TV-14,108 min,"Children & Family Movies, Dramas, Faith & Spirituality","A handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop.",paco arango oliver jacksoncohen camilla luddington jonathan pryce jorge garcía kaitlyn bernard children  family movies dramas faith  spirituality a handyman who has hit rock bottom agrees to live with his distant uncle who insists that his ability to fix things extends beyond the repair shop
s6444,TV Show,The Healing Powers of Dude,Unknown,"Jace Chapman, Larisa Oleynik, Tom Everett Scott, Steve Zahn, Mauricio Lara, Sophie Kim, Laurel Emory",Unknown,"January 13, 2020",2020,TV-G,1 Season,"Kids' TV, TV Comedies, TV Dramas","When an 11-year-old boy with social anxiety disorder starts middle school, he finds strength in a scruffy emotional support dog named Dude.",unknown jace chapman larisa oleynik tom everett scott steve zahn mauricio lara sophie kim laurel emory kids tv tv comedies tv dramas when an 11yearold boy with social anxiety disorder starts middle school he finds strength in a scruffy emotional support dog named dude
s6445,Movie,The Heartbreak Club,"Charles Gozali, Bagus Bramanti","Bhisma Mulia, Denira Wiraguna, Didi Kempot, Sisca JKT48, Erick Estrada, Asri Welas, Mo Sidik, Emil Kusumo, Dede Satria, Rezca Syam",Indonesia,"January 14, 2021",2020,TV-14,101 min,"Comedies, Dramas, International Movies","Coping with heartbreak, the shy owner of a floundering cafe finds solace in the Javanese love songs of Didi Kempot.",charles gozali bagus bramanti bhisma mulia denira wiraguna didi kempot sisca jkt48 erick estrada asri welas mo sidik emil kusumo dede satria rezca syam comedies dramas international movies coping with heartbreak the shy owner of a floundering cafe finds solace in the javanese love songs of didi kempot
s6446,Movie,The Heartbreak Kid,"Bobby Farrelly, Peter Farrelly","Ben Stiller, Michelle Monaghan, Jerry Stiller, Malin Akerman, Stephanie Courtney, Rob Corddry, Carlos Mencia, Ali Hillis, Danny McBride, Scott Wilson",United States,"May 1, 2020",2007,R,116 min,"Comedies, Romantic Movies","Ben Stiller stars as a newlywed who marries a dreamy woman, only to learn on their honeymoon that she's a total nightmare.",bobby farrelly peter farrelly ben stiller michelle monaghan jerry stiller malin akerman stephanie courtney rob corddry carlos mencia ali hillis danny mcbride scott wilson comedies romantic movies ben stiller stars as a newlywed who marries a dreamy woman only to learn on their honeymoon that shes a total nightmare
s6447,Movie,The Heat: A Kitchen (R)evolution,Maya Gallus,Unknown,Canada,"May 7, 2019",2018,TV-MA,71 min,Documentaries,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.,maya gallus unknown documentaries seven female chefs describe what it’s like breaking into the restaurant industrys notorious boys club
s6448,Movie,The Help,Tate Taylor,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain, Ahna O'Reilly, Allison Janney, Anna Camp, Cicely Tyson, Mike Vogel, Sissy Spacek, Mary Steenburgen, Carol Sutton, Dana Ivey, Amy Beckwith, Aunjanue Ellis, Kelsey Scott, Lauren Miller, Tarra Riggs, Wes Chatham, Ashley Johnson, Roslyn Ruff, Brian Kerwin, Shane McRae, Chris Lowell, Charles Cooper, Leslie Jordan, La Chanze, Elizabeth Smith, Nelsan Ellis, Ritchie Montgomery, Ted Welch, David Oyelowo, Tiffany Brouwer",United States,"June 1, 2020",2011,PG-13,147 min,Dramas,"A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses.",tate taylor emma stone viola davis bryce dallas howard octavia spencer jessica chastain ahna oreilly allison janney anna camp cicely tyson mike vogel sissy spacek mary steenburgen carol sutton dana ivey amy beckwith aunjanue ellis kelsey scott lauren miller tarra riggs wes chatham ashley johnson roslyn ruff brian kerwin shane mcrae chris lowell charles cooper leslie jordan la chanze elizabeth smith nelsan ellis ritchie montgomery ted welch david oyelowo tiffany brouwer dramas a young white writer stirs up the status quo in 1960s mississippi by interviewing black housemaids and bringing their stories to the masses
s6449,Movie,The Heretics,Chad Archibald,"Nina Kiri, Ry Barrett, Jorja Cadence, Will King, Nina Richmond",Canada,"September 4, 2019",2017,TV-MA,88 min,Horror Movies,A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.,chad archibald nina kiri ry barrett jorja cadence will king nina richmond horror movies a withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation
s6450,Movie,The Heroes of Evil,Zoe Berriatúa,"Emilio Palacios, Jorge Clemente, Beatriz Medina, Macarena Gómez, Olivia Baglivi, Paula Soldevila, Nacho Coronado, Beatriz Olivares",Spain,"June 1, 2016",2015,TV-MA,99 min,"Dramas, International Movies","Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair.",zoe berriatúa emilio palacios jorge clemente beatriz medina macarena gómez olivia baglivi paula soldevila nacho coronado beatriz olivares dramas international movies three teenage misfits find camaraderie in sex violence and petty crime but what starts as a lark soon threatens to damage them beyond repair
s6451,Movie,The Heyday of the Insensitive Bastards,"Mark Columbus, Lauren Hoekstra, Sarah Kruchowski, Ryan Moody, Simon Savelyev, Vanita Shastry, Shadae Lamar Smith, Jeremy David White","James Franco, Rico Rodriguez, Abigail Spencer, Natalie Portman, Kristen Wiig, Amber Tamblyn, Jim Parrack, Kate Mara, Thomas Mann, Matthew Modine, Jacob Loeb",United States,"February 26, 2018",2017,TV-MA,96 min,"Dramas, Independent Movies",An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America.,mark columbus lauren hoekstra sarah kruchowski ryan moody simon savelyev vanita shastry shadae lamar smith jeremy david white james franco rico rodriguez abigail spencer natalie portman kristen wiig amber tamblyn jim parrack kate mara thomas mann matthew modine jacob loeb dramas independent movies an allstar cast brings to life the short stories of author robert boswell in this anthology series of vignettes set in modernday america
s6452,Movie,The Highwaymen,John Lee Hancock,"Kevin Costner, Woody Harrelson, Kathy Bates, John Carroll Lynch, Thomas Mann, Kim Dickens, W. Earl Brown, William Sadler",United States,"March 29, 2019",2019,R,132 min,Dramas,Two steely former Texas Rangers are tasked with tracking and killing infamous criminals Bonnie and Clyde in this crime drama based on real events.,john lee hancock kevin costner woody harrelson kathy bates john carroll lynch thomas mann kim dickens w earl brown william sadler dramas two steely former texas rangers are tasked with tracking and killing infamous criminals bonnie and clyde in this crime drama based on real events
s6453,Movie,The History of Future Folk,"John Mitchell, Jeremy Kipp Walker","Nils d'Aulaire, Jay Klaitz, Julie Ann Emery, April L. Hernandez, Onata Aprile, Dee Snider",United States,"December 23, 2020",2012,TV-14,85 min,"Action & Adventure, Comedies, Independent Movies",An alien ordered to colonize Earth abandons his mission when he hears music for the first time and is determined to save his adopted planet.,john mitchell jeremy kipp walker nils daulaire jay klaitz julie ann emery april l hernandez onata aprile dee snider action  adventure comedies independent movies an alien ordered to colonize earth abandons his mission when he hears music for the first time and is determined to save his adopted planet
s6454,TV Show,The Hockey Girls,"Kiko Cruz Claverol, Patricia Font","Iria del Río, Nora Navas, Josep Linuesa, Natàlia Barrientos, Dèlia Brufau, Yasmina Drissi Sales, Júlia Gibert, Mireia Oriol, Asia Ortega Leiva, Claudia Riera, Mireia Aixalà, Juli Fàbregas, Àgata Roca, Marc Clotet",Spain,"September 20, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","The passionate members of a girls' roller hockey team chase down victories in the rink while striving to make time for school, family and romance.",kiko cruz claverol patricia font iria del río nora navas josep linuesa natàlia barrientos dèlia brufau yasmina drissi sales júlia gibert mireia oriol asia ortega leiva claudia riera mireia aixalà juli fàbregas àgata roca marc clotet international tv shows tv comedies tv dramas the passionate members of a girls roller hockey team chase down victories in the rink while striving to make time for school family and romance
